codigo_postal,calificacion_energetica,superficie_util,anyo_construccion,emisiones_co2,consumo_energia_primaria
48020,C,147.31368047788328,1953,68.62147165584233,114.59793663537367
48020,E,103.11746352034257,1980,29.143216076248585,197.29463492381456
48020,B,102.47772578818918,2017,67.52266918897732,77.79379837732492
48020,D,124.25610286489075,2015,41.1298943800835,165.30899799022802
48020,G,199.74767257026602,2017,38.35756382114997,50.54162996409042
48020,E,116.02363661459007,1983,14.486629772532282,169.2285299099794
48020,D,0.3157924132935648,1983,68.91354052799419,56.070761106600855
48020,E,45.797166753783245,2000,15.086591130680969,89.81868398718512
48020,C,109.5765894729796,1956,27.778932736337744,225.53843576556966
48020,B,70.37221931180602,2018,60.56879691244812,51.4783802888586
48020,D,166.7016879986168,1970,37.36421987888136,245.29130588708205
48020,F,88.49875102330529,1989,60.16244092720217,121.73227260529183
48020,C,156.5977751254923,1989,16.40412628712211,199.32064092884076
48020,A,65.32566331570166,1951,10.687928679885148,131.83651749169772
48020,C,144.90930711280777,1992,70.63630091873694,138.83678958430085
48020,B,133.0313928800013,1961,60.89129689098937,188.58404584495773
48020,G,134.93272241297453,1990,17.309075864868262,163.79663886082454
48020,D,6.531303542291084,1994,10.145356232005685,102.14175482657043
48020,D,73.78521384241856,2020,22.19096846767774,159.3762347574866
48020,D,98.04203645615598,2020,30.751142142090718,235.92992154026567
48020,B,117.4290222796579,1969,32.59668554134952,101.62152863468295
48020,C,140.21064326386661,2019,31.126003910280858,229.94861568177433
48020,D,155.793637234548,2021,50.41473808537674,179.2814750456178
48020,C,93.71845330073077,1987,15.968783912817418,223.2367417738059
48020,C,121.62035066700682,2013,48.179956514819914,76.68326710464142
48020,D,94.98069549397829,2003,50.95246181030633,147.70849328805144
48020,D,141.92508847828688,1962,42.70826972052518,71.34236382047085
48020,D,127.85639594954704,1973,55.01730468324952,113.14868049680742
48020,D,128.80949112513463,1975,28.02354515447285,77.13229343207556
48020,C,148.7952218466168,2002,68.44816499780737,192.07030014246644
48020,B,112.52842569944553,1958,75.26436991435976,221.64135819540596
48020,B,51.32218040339356,2013,52.202501782380466,180.8440924058026
48020,G,-0.6496344037941526,1976,25.61068764736131,131.57918747430938
48020,C,157.61624465137183,2012,18.984494863028637,180.03743328913066
48020,G,137.94448799734263,1974,62.62562111570794,167.67313784353132
48020,C,180.17682909533463,1958,39.882630947631185,143.8049879435767
48020,F,137.1616899200038,1959,29.26190787416476,129.59206927615145
48020,F,151.98797208911222,1952,43.450714843919506,121.05679484738452
48020,D,107.49707721040511,1975,32.09679368148462,75.05024621924159
48020,D,125.12423210791037,2001,60.10151484875567,244.5587403312888
48020,G,95.85862045965408,1970,70.85466106946433,197.3652911503008
48020,D,66.19786102756768,1960,34.635083951224374,139.2298512914339
48020,D,130.79097366093015,1970,27.798141269225138,176.20987865404413
48020,A,125.72643978932912,1995,40.66308531337686,118.47902465917193
48020,D,210.1330475587717,1964,57.86517406229122,200.62376943593483
48020,D,107.9516434143992,1986,13.99016712863538,167.55968987433695
48020,E,134.33964487720985,1977,17.664368078812352,90.57064774557304
48020,G,30.97714239967435,1978,61.46599626711173,175.1299825882906
48020,D,137.05192552537738,1954,72.51796189257308,187.88342677426493
48020,C,65.17993177474443,2022,70.10200748877487,242.54651677222782
48020,D,174.72879102271625,2001,34.03106784370186,115.71412654645886
48020,D,174.45046622732255,2007,59.229405941271615,216.89165057121932
48020,B,85.06061907362725,1986,44.806043651399705,240.06140274723623
48020,C,117.60742433354403,1952,59.855414362401106,85.17805668373242
48020,C,103.0845966768276,1994,74.03844649978147,92.34287442959416
48020,B,120.19403083402035,1965,62.760412359349075,100.6758797658669
48020,E,201.1087459434927,1964,57.84005906100894,168.73692398174666
48020,E,94.61333483851217,1962,78.88626247765599,108.44979134787758
48020,C,27.029333702686998,1999,49.5215856903225,100.46454885274905
48020,F,144.85774141767197,1997,55.95938916797566,231.39710368764875
48020,B,105.28474950698994,1953,48.196806547804435,186.79502598302827
48020,B,-13.512299871340502,1984,31.261453235756957,68.603481852535
48020,B,210.12559295373777,2007,45.928235319930955,71.44447884169749
48020,C,204.3151787101432,2002,48.148759467001256,67.35659081299809
48020,C,102.81049312798703,1999,18.723054423238732,123.17985972356152
48020,C,106.96150768719659,2009,49.864808096300315,216.47820834038157
48020,G,58.07184054826664,1951,58.42443473993876,184.85871474000493
48020,G,157.12294567963102,1990,64.648951292014,232.0392248289393
48020,C,88.12062289620181,1961,44.246720299944215,93.54974096680439
48020,B,75.72545567060759,1981,75.85256014641227,84.95625697498676
48020,E,128.09440931201283,1958,53.687939403195806,144.81525282157153
48020,E,97.59830702831445,1955,60.35717089023742,55.624301255584754
48020,C,69.76514501728632,2006,16.689137277083468,229.62928896402016
48020,F,160.94018878686316,1969,67.37739019463214,249.87006009444005
48020,C,127.8978801390477,2017,38.95942223370213,185.777467437757
48020,C,124.88991567013554,1954,19.50220971699307,245.48763684080245
48020,F,112.46582206888351,1981,61.4045024734707,154.34668377064912
48020,C,87.48499950017732,1979,16.47699880567034,129.8864558061709
48020,C,150.92181552993847,2017,39.13126624843105,83.307702699454
48020,G,91.68027043926384,2010,20.053496464817137,181.58989715632518
48020,D,161.58083930902018,1996,75.01343948438446,149.3486856011969
48020,E,208.80436401900323,2005,22.177459413233706,122.24321179516235
48020,D,96.96124931341735,2020,18.94682910522679,166.44748976051727
48020,C,124.89816322380634,1973,40.24470995466324,209.2781445239418
48020,D,103.09809795450269,1991,66.95261693571491,192.99056471035541
48020,C,104.9198933178477,1993,71.14739849716503,97.2949824477389
48020,C,124.05712594777054,1979,45.42312846882856,82.50221305949125
48020,F,192.0972502900945,2021,58.28538731190063,239.09897211190003
48020,D,94.38128796616532,1976,41.87764336735586,153.60306978170394
48020,A,202.7377179425271,1965,66.91994031372079,167.68624809069047
48020,C,90.66636128473954,1954,40.81262300880352,63.86155460765897
48020,D,195.27411423556728,1977,56.84878042255844,139.61709745661528
48020,C,150.7587219094336,1979,73.8209493839143,190.4165133768993
48020,D,66.76219223261612,1951,74.17292021831227,210.16361997195006
48020,C,111.56790656758632,1967,51.036484914653315,148.4734097402498
48020,B,39.16433125259928,2019,68.22072419135628,142.6398872617841
48020,C,108.53088340722664,1961,54.20810650733122,158.58808889786556
48020,B,80.01850879164806,1962,42.109358096727675,86.32628437576437
48020,C,107.61430787485232,1958,21.519624090053444,131.26644619275356
48020,F,87.91665899348088,1952,15.894910782396884,246.9151792752226
48020,D,203.26759588117653,1997,54.17819195245644,192.97968761545772
48020,C,143.41216490357672,2012,38.887477386540446,70.09150993619369
48020,D,118.9911674149365,1986,27.380123574159217,247.60279241308433
48020,C,164.87717851518974,1995,69.19494641370949,177.05299747181618
48020,A,176.51098859187405,1991,74.75451895129385,123.22262358575024
48020,B,67.21912640251469,1973,10.49642689420597,186.05013766607482
48020,E,173.2712216138129,1975,78.61828454715493,180.0226446838427
48020,D,159.43924915636507,1987,63.881199280781615,212.18703853452212
48020,C,133.15404008561111,2019,46.41623723528178,57.42266399246046
48020,B,180.4974629279356,1952,67.78743890642909,208.26214286253338
48020,C,175.1144687464576,1979,20.349670650366864,238.17525349894177
48020,B,21.1464513044822,1980,50.30547297856168,179.03001666018068
48020,A,174.20665437389005,2009,13.12116649139008,78.61239054468048
48020,A,156.14134474927562,1970,33.91722016729179,240.6632744401921
48020,F,125.58995791016942,1969,44.927756095455514,64.4426370670376
48020,D,199.63349991414418,2019,32.640999857013774,213.84684242048405
48020,D,120.96720354058772,1954,71.06761943483704,172.6232478138483
48020,B,121.10513749249279,1954,50.94516257851052,103.24630029976205
48020,A,147.821085272927,2003,67.24754514963334,245.78947117093236
48020,D,200.21695541542982,2021,46.461752491325775,183.85315916873154
48020,E,105.7452871478993,1988,77.41658916284618,233.50897891926897
48020,E,114.98141138613717,1999,53.61964976234778,121.21345982382896
48020,E,79.76075109016736,1985,16.764840891541,104.83280753446002
48020,C,155.47680853632204,1967,70.66169820168525,168.7150508828596
48020,B,150.8875089043642,1965,41.58996240243479,73.39660927705151
48020,C,132.72902163217805,1982,67.0237539218142,237.2326083101993
48020,D,175.2819255020556,2007,47.49822793192209,128.83809891998158
48020,E,-43.75053169567278,1972,33.70278603788428,61.08659778824676
48020,D,79.10364532072668,2022,33.33099019093675,148.38560480782587
48020,D,156.5479488188108,1983,33.383188389397176,71.36419859279812
48020,C,87.46700863158082,1960,31.35697807736686,83.77185787340707
48020,C,144.30923957809694,1989,15.740751884573134,109.69861961499265
48020,D,22.53141223387884,1992,36.41439340612182,101.64536265199659
48020,C,199.1277484656266,2015,15.363568139454191,182.8066066222635
48020,C,107.1224214427348,2019,30.026294542188243,194.55373520215912
48020,F,127.88774355801338,1975,67.28103566075673,186.665272525546
48020,B,159.43358421304333,1980,32.34577084503319,231.1823342469295
48020,B,118.55986526627892,2007,23.718612929123335,238.75327644240286
48020,G,53.57487354924382,1974,32.50731061868386,56.93014196280342
48020,B,119.32692727071739,2013,12.663442481706364,195.72740446337983
48020,D,163.23185919514805,1979,17.955222708770357,50.78367499021865
48020,G,149.39279440688676,1968,20.588499912387313,106.93494776929273
48020,C,150.98693923514344,1978,47.77632522322067,65.49672531109654
48020,A,110.07577707424696,1999,17.840819914774396,219.89288598571108
48020,D,75.90516892284329,1977,35.316625823653,71.68007454332454
48020,E,91.90789503241504,1999,11.922939375908939,130.72517905397942
48020,G,143.9680476714711,1960,50.58400092337357,158.04345335572373
48020,B,86.14048811733528,1970,20.83502243922784,110.23511739947176
48020,C,140.77753707371153,1962,72.2122561769669,62.33491672419149
48020,C,135.56963963204652,1970,19.952696347114614,60.5651787817205
48020,D,50.88486954316191,1992,21.16779696818965,227.11188871712628
48020,A,129.22726511696732,2015,32.31721260111033,168.69928316437029
48020,C,169.22776454820863,1956,17.709959804327653,127.90320518908173
48020,C,108.89450190337071,1973,23.93079060906318,249.96984889728003
48025,D,101.26730160941761,1973,27.04098317357875,218.4387461746229
48025,C,130.05074903543266,1972,72.58050385417641,154.34236027338366
48025,C,98.86427701536451,1991,28.099008454817213,117.44249808125716
48025,C,119.7447712217368,2002,38.067922868184624,120.14195759841687
48025,E,87.12931031445582,1998,28.755992507479352,154.0389215447771
48025,D,61.35080742673033,1988,35.670533601565936,71.16100497130284
48025,D,33.266803923350466,1953,14.928375368175992,120.98624019360325
48025,D,111.13532884050461,1969,21.14113587956809,120.830839351899
48025,C,119.87992248757241,1956,56.60815793563037,93.10257150955377
48025,C,120.11193754621513,1990,21.67511346285719,209.48411078833286
48025,D,208.3155303527937,1974,42.466687727206335,84.79547990436072
48025,C,117.44696674425089,1968,53.370781497896076,182.69806902574203
48025,E,107.65573017156548,1982,71.79762138749456,144.59811873963054
48025,D,111.63043303972792,1997,45.06136241227194,246.28428498440505
48025,B,51.77819638789036,1989,72.96589355674169,238.17598126829694
48025,D,91.39987808684327,2004,64.25572602373835,174.38734675134185
48025,D,219.53380085949996,1955,23.645993827911187,215.37356943467242
48025,D,159.4959861090426,1982,41.11086703700491,78.32344899732344
48025,B,168.47845128764533,1957,77.66135391563218,140.44302002034362
48025,B,146.1519816481779,2002,79.48378839170091,189.66759425588054
48025,C,113.59865660083811,2011,15.828036063544248,194.91158183176364
48025,C,105.2772121205983,1984,64.45365847239758,126.47266621232558
48025,C,192.63777725630916,1989,35.40060718965724,170.21823347926056
48025,E,117.91953445033379,1958,33.953048403106024,88.89270383646274
48025,D,170.06532685386128,2007,55.34040380944284,55.85988862068368
48025,D,270.7355854651105,2006,39.84084021823982,138.4670916100431
48025,D,151.32973999979478,2016,57.781949584691375,224.29770835147767
48025,C,117.10815251979874,1985,45.60941889513867,98.62490608453373
48025,D,132.18815107565263,1950,23.2954320562714,142.1424342696551
48025,C,156.64145409108724,1980,54.47995444920804,211.15278365866627
48025,E,56.28839404616024,1956,29.156646944502036,246.00109263936338
48025,D,92.22776035674993,2004,64.31106026808887,139.3567353016423
48025,C,121.09328710911113,2022,42.074336367655114,239.0034188496988
48025,D,117.10461250615457,1966,47.91178459589408,175.88474222342012
48025,C,83.2441599637706,2009,34.97393432444758,82.85408989118561
48025,D,144.55330217226782,2022,23.48837662850776,171.27722339661057
48025,D,169.43272396832592,1974,12.759230958425409,198.26174167015245
48025,E,155.78671205854204,1996,42.17303262130485,175.70078001671357
48025,D,239.71809502912254,1988,29.58368516209286,162.99052153049465
48025,B,195.4006136894888,1991,41.00657075235529,162.28767558662486
48025,E,93.97805073039444,1957,40.84221798414223,221.3900259738776
48025,D,108.91825567145978,1969,77.21526506679773,182.06716610282552
48025,D,134.29434836283963,1957,32.02113433898465,152.41771533973278
48025,F,113.07438776963876,1966,18.793092920936516,112.20140073417748
48025,E,98.80549788388237,1967,65.81357639549739,103.88357786591433
48025,E,100.34481248310605,2003,17.203356183940045,196.02603755528497
48025,C,76.43944988257718,1980,75.88952502347585,226.32706983508214
48025,D,136.72192574242607,1954,36.50719469809485,240.88455606421476
48025,E,193.9035949178222,2003,28.82030814853046,54.207380492093726
48025,D,124.32150945437712,1999,79.96275259418061,174.47518629463485
48025,C,98.79480922079505,2003,52.27443105635592,59.918701644017226
48025,B,119.95366868849236,2005,23.386949035328495,173.08578300658533
48025,C,93.92889779576821,1987,57.964101763890625,246.3794280070491
48025,D,214.80187475769696,1994,47.66847070278692,64.11001274197892
48025,F,113.79203962665903,2012,56.05649378432146,214.77927632493285
48025,D,121.6249931443931,2003,62.47299990714414,195.51260708644014
48025,D,160.2796917497588,2002,53.58027784829472,52.009396210966315
48025,B,152.25189277244988,1997,68.57107803006501,82.73513274594558
48025,C,119.37933902372026,1959,59.41896862355729,97.64188709512322
48025,C,167.96786797522486,2004,11.808728055400783,94.35589838670927
48025,E,113.09883622751168,2020,15.604438177027593,144.89063596890466
48025,A,127.4798978759394,1972,34.42092916237033,234.63374235083586
48025,C,124.89135873539614,1961,12.132046564934775,68.17530767392967
48025,E,187.41931859940783,1964,47.595841891307245,197.44384471426096
48025,D,155.60158604941938,1978,65.47778373349357,87.38145929002363
48025,B,98.75504553985967,2015,26.282270350412915,73.10117323129325
48025,C,172.90111940579064,1975,15.27885231949518,100.07174591417109
48025,D,114.89334708796494,1968,53.63882119353852,244.1109341456992
48025,D,169.49745199842712,2010,28.80192530402182,148.96519032010926
48025,B,126.8676239703518,1967,62.05217622924324,200.05436589435433
48025,C,265.9086777530046,2014,10.594690502504665,202.20119658991106
48025,D,94.82151905461413,1985,76.86226123346927,98.03031920440284
48025,C,112.46929926850335,1974,38.235501351844725,185.2944286984822
48025,B,115.82017858206835,1975,49.34776178362606,51.17294557743226
48025,B,123.47578118502257,1970,78.23388903942892,215.120684981403
48025,B,153.339267233621,1952,71.71962787470093,238.38111745208403
48025,D,110.30407290380622,1971,38.721260531086344,144.1401998982123
48025,A,147.80110484211454,1973,58.65838711620371,173.24812986612244
48025,C,90.43576055990528,1997,73.6343780027712,55.824756997821055
48025,E,113.94359370279084,2006,76.11245815174266,92.45550305710287
48025,D,165.3743793110736,2019,72.9720416334265,206.38651595764176
48025,B,129.8589871902813,1986,12.543852382136972,70.36945302847656
48025,D,81.36128032528102,1974,35.98896443537757,150.33983320128496
48025,D,108.75734721025741,2014,67.28524489766517,84.33563900864338
48025,E,73.56039592737707,1960,34.195985487930145,198.65889504481532
48025,C,130.18937766034043,1962,46.72706146799356,177.87496010855511
48025,C,185.64575198580684,1980,51.11589080029039,67.08049685817477
48025,C,157.5436389700666,1980,58.821347971501424,68.09926221917335
48025,C,152.72155135528106,1959,23.268885597585832,228.44758310762128
48025,C,106.02008566275926,1951,26.755888543943243,133.5937016027774
48025,C,51.881024008524534,1987,14.590535085264541,195.8830897453081
48025,D,176.678664539451,1969,65.71755627204253,111.15122550247494
48025,B,94.0831995062957,1961,62.11095174862876,80.39603649481023
48025,B,174.60533919912132,2018,12.915081563798623,216.12715293721786
48025,D,92.60473478965325,1973,46.621060056418784,224.8950206567285
48025,A,148.71789961455778,2000,11.235161212502408,153.40125664194173
48025,D,101.73643736962495,2003,36.085999092590306,120.34196359176165
48025,D,153.86042606750917,1981,49.33138693690592,198.1766413443971
48025,D,66.02247941802852,2005,52.70303418204261,126.49689211651886
48025,C,95.92696117336556,1998,65.89389700512979,103.43305251759799
48025,C,49.835670167344404,1989,33.74661383702069,149.63974391233708
48025,C,98.47811536495117,1988,39.05750237984528,67.86798045837337
48025,C,103.59270775867132,1956,42.80212670850569,168.26022978464894
48025,E,135.42729513196085,2013,16.275656186497528,117.47181567145593
48025,B,144.41253089924476,1982,70.04349020502207,144.8204151684534
48025,A,118.501746675563,1953,56.51154599652817,191.7598529812308
48025,B,111.2117198037344,2015,19.999213531434663,202.8503196138791
48025,E,168.75672606216438,1959,79.61949796791673,185.83433990759858
48025,B,139.21429440836488,1964,79.9826094400331,194.98623950392385
48025,B,248.47530762179665,2005,10.09998401554237,139.91667058405244
48025,E,146.944052801283,1983,79.94451092604086,107.36932912943999
48025,C,105.14713960636287,1980,78.07657469435634,158.80599305891513
48025,D,104.95639773042375,1985,26.260275786751684,226.25950912281834
48025,C,67.30822523178273,2000,30.108038641394735,197.3589137420394
48025,C,141.39071975764517,1959,13.832148758171659,121.00305322724934
48025,C,20.055554656937503,2010,38.00207451904039,205.66784581351175
48025,F,121.70147931733405,1997,49.49984512134023,132.0585605887893
48025,C,64.72076454930206,1977,77.31280095781128,112.56892560113363
48025,B,163.34730829552936,1962,50.58637416167573,175.5727652004203
48025,C,193.1242854239797,2022,39.842280579349094,116.74084151512598
48025,C,128.97912297315892,2018,16.983449039198966,60.90237798217184
48025,D,121.96695633887315,1950,26.48961542161509,236.5007906194765
48025,E,189.65843185837363,1958,66.65992419239704,210.03052967835012
48025,F,157.64613326439155,1951,14.194760872475701,153.51989301076156
48025,B,161.070032349588,1950,38.35007690112839,236.30888142130405
48025,B,162.11486635069514,1995,35.43258004603568,128.05758173262728
48025,B,121.15979892786874,1960,21.157641933998153,243.60443440914773
48025,F,102.24417172784459,2017,45.525636612853205,130.25051664074562
48025,E,55.01811650687921,1966,58.287658502834624,170.48822197228856
48025,B,206.68813457607706,1974,73.67106865376442,176.77789236648837
48025,B,123.0072338641508,1971,71.09811639073243,212.91304242270056
48025,C,152.21592470356802,2015,31.447915885337046,80.45804941353106
48025,C,75.17077932720272,1990,15.80402069761368,174.00026669548168
48025,C,109.73579902518743,2015,22.64456885589207,147.1261468064251
48025,D,175.9274972127663,1986,63.70633759114561,91.17746215331988
48025,C,154.18547684540147,1963,24.481031279560145,121.64380824861456
48025,B,117.33787149553987,2015,56.15501710951908,152.13659688943648
48025,C,145.0961579238534,1998,72.73653744022931,211.34156154901228
48025,A,152.84539394803366,1979,43.711239815355384,186.11336827214302
48025,E,185.69428105069898,1966,66.08148470226111,125.43575835684871
48025,F,152.20961055194206,1986,14.075225845273776,235.40083202028165
48025,D,188.424885065248,1953,73.75839588928277,173.06956812571485
48025,C,87.70020074364729,1993,70.62162334764373,84.43373771052981
48025,E,126.76035405318297,2022,36.756612401014394,106.3583295018532
48025,D,171.67819775325935,1975,32.43942570526472,68.7040247195819
48025,C,21.039707037966835,2015,44.85640148075847,112.00680480249001
48025,E,106.55419026510992,1963,57.11057164020739,59.39288448153346
48025,D,93.39137718782771,1962,59.76260313223791,244.67331323045747
48025,E,139.2736535228476,1992,41.274051118772476,51.419306498977434
48025,E,150.9844460806056,1998,59.1840703506541,241.19601176521445
48025,D,13.458100132206212,1982,77.82775034576098,236.61553061322903
48025,E,207.01322168564593,1994,56.23288049551018,144.16328387317964
48025,B,84.44445927234725,1995,50.39448316579919,178.52558704218632
48025,E,78.13790531973221,2011,67.95474681817187,204.2486148066356
48025,A,93.87974415388143,2015,45.60843585105631,194.22455122295327
48025,C,104.13702241537155,1954,40.06135279550918,144.1411894631875
48025,B,19.18075062773282,1997,69.82333180519345,210.4406017671713
48025,C,77.07113114857037,1985,50.58159804578404,183.40737142507078
48025,F,144.4527066685181,1998,67.45881656933958,97.26854866564192
48025,D,39.78755220400737,2006,37.1028291909154,119.22170003288153
48025,E,54.01908457833336,1979,24.576226602575012,100.0965893499527
48025,E,77.1825740859398,1972,11.474044848942404,57.28508866034403
48025,F,89.41831316527204,1976,34.94833150947653,199.53036491299557
48025,D,143.07124164792594,1992,61.28901287095649,173.3769511930363
48025,A,185.04707565158495,1959,28.15798171612977,177.22673354561311
48025,C,99.25876458637353,1970,37.63650980147793,179.2093888193192
48025,B,152.17525870260556,2011,15.48289386044529,187.64378388154717
48025,E,100.37614811912916,2008,71.47767274126426,155.45102999013542
48025,F,135.89738786616908,1972,29.095572488989205,142.71028357706484
48025,E,228.68550697763715,2007,42.208202824232785,53.03483980928434
48025,C,32.767487985067376,1963,54.365788319491024,140.01038611077843
48025,C,50.359544590576505,2021,40.27060167015521,174.63448490643745
48025,B,89.76075548472986,2014,14.079271109240214,234.23254733890982
48025,E,111.26655299445311,2013,63.557461414319164,136.55341634163875
48025,C,121.2645349667338,1968,11.285086879945677,180.79884428404966
48025,D,92.3411377326365,2009,43.73903307784842,201.20084835481543
48025,C,107.30241468013824,1993,31.672052155985003,114.02202820118023
48025,E,55.76531494620728,2019,10.641588512867154,90.27982055877749
48025,F,164.1150189772847,2003,28.316995664625452,63.39821887916952
48025,A,144.30842989832502,1988,60.679241496498406,92.40896987659488
48025,B,103.7350537838218,1992,23.389415972617794,153.4235861713839
48025,F,152.97657347945693,2012,64.10164042244627,148.37356438344136
48025,E,208.32559001638168,2000,38.70166507192201,146.39898354657342
48025,B,73.17769741754952,2020,73.81138594642886,160.82523267165485
48025,D,60.80786794741654,1972,44.05096709993121,197.70780789518153
48025,E,194.41973388457143,1962,64.19758033904697,181.2405960747213
48025,C,175.58110757543545,2001,13.248202021058795,174.79190188640285
48025,D,120.71601990178307,1981,63.89815327446207,70.79187518247792
48025,F,169.5208373920314,2013,50.90238122338963,151.7054863547145
48025,C,73.78896413624079,1987,38.76530334739308,175.84383860165843
48025,D,170.2701387414992,2022,52.771638807934714,174.8384145792541
48025,B,79.17988258490406,1962,67.24954643903828,119.2532083069497
48025,E,166.6791885200137,1973,43.32396915057432,248.33722807854713
48025,E,120.36813407117836,1966,78.70133168003905,76.94945302618149
48025,C,46.07265315006005,2017,25.96702645316696,234.44466363097203
48025,D,121.9249242847636,1975,74.01683076614393,72.61059356690203
48025,E,0.5853774624410306,1950,22.348833729952034,212.54658086093588
48025,D,137.98694875633942,1957,28.55624181264253,196.8619977966215
48025,D,95.06830521057742,1959,15.79168124409501,233.01666667161496
48025,C,-22.799462143059827,1980,39.42333166022898,238.71062912988188
48025,F,98.3535839800788,1972,28.704692684025186,151.8226770375044
48025,B,178.9629667305063,2006,17.08146680622788,52.26651864089751
48025,D,220.1341383204296,1962,19.209571464754823,110.4553400992897
48025,E,111.88587764162929,1959,48.07145448127823,117.71080548741027
48025,C,118.73263626247878,1952,58.71171020579395,82.91562894270058
48025,E,123.20640469199869,1973,29.91583718197109,59.41223957538948
48025,D,104.67028192551001,2012,47.475961084687604,83.82497252883562
48025,C,181.4684157179929,1960,32.446392831550256,160.46760269110058
48025,B,108.9724821510731,1970,41.113598458445374,101.25847507384351
48025,B,97.60193307750124,1996,72.69509071446845,75.23061925756336
48025,B,59.259693205567835,2013,11.640306875717174,136.03518168886262
48025,E,91.29587114563651,1950,79.48184030071621,181.80693621980026
48025,B,105.94372575559568,2008,71.67028593702955,155.4991889116523
48025,E,123.79455192603874,1961,60.5661455342959,65.59877328188182
48025,B,151.13315969725733,1974,54.99435850419055,167.53695007900217
48025,E,55.530675447854506,1999,54.75704950178686,75.80728177788498
48025,C,185.4258578173081,1985,36.14782074200069,183.99398481933133
48025,B,163.49358088106158,1999,65.25034582739733,56.24271206774951
48025,F,70.5246087572256,1964,63.94843795321637,102.8025692143786
48025,A,73.21101420667519,2022,27.219981821475663,156.41736478760225
48025,C,133.1507340884874,2010,24.54906049937543,212.68137871293592
48025,D,60.89919762709684,1961,50.144423472368366,93.04876410019074
48025,E,156.22103523662898,2002,15.649591793579019,248.55419730254675
48025,E,184.4781612082723,1966,45.880335114694816,103.5548629208235
48025,C,121.77612153889785,1971,57.28726580340397,205.46650281643866
48025,D,131.19595498767973,1994,60.170301003734934,191.1980805923987
48025,C,93.44815246911584,1977,41.76925946648381,158.1221988649458
48025,E,4.789403202801665,2010,69.89505649014626,152.9339048103655
48025,B,101.94953883737152,1951,46.34141277021783,109.6115143589619
48025,C,67.55231323220113,2016,35.39369931962331,100.19744126321415
48025,D,75.36762882838889,2003,22.23507005316106,247.4200171848233
48025,D,64.25889063237929,1982,72.64084404938639,54.84120888450597
48025,C,179.84554743806763,1956,55.49047451918025,54.939459537222255
48025,E,31.777591388472075,1968,19.000570495816838,53.67619795504841
48025,D,134.55034312319071,2022,14.592053546152068,188.12306247732727
48025,D,34.093125481198214,2008,56.87278795762624,244.1336055587741
48025,B,59.85984026773335,1966,16.26641377577896,136.75565488143073
48025,C,23.51115725898481,2001,48.03840965387849,110.95218255946514
48025,B,127.97711634986088,1993,18.132640197786237,173.2508081141625
48025,C,146.5741191103295,2000,48.80104940935668,155.42967632505292
48025,D,65.86075258654166,1996,72.15110522959313,190.5983452293639
48025,C,106.09621639758433,2008,11.613296188462519,229.3493099815489
48025,C,55.588567223875955,1978,10.38105964341834,57.03492630631932
48025,F,106.56864140567052,1982,33.77624343370099,191.5895653402378
48025,D,195.02102188440742,1972,21.774776470347913,216.71482192914735
48025,B,114.90874671197855,1987,52.28034984176501,224.2667184680565
48025,G,168.34047854920595,2009,78.86122977979042,242.14295033396348
48025,C,97.12766988993341,1993,36.14112138018048,126.70690248679539
48025,E,125.51867399664383,2004,68.31043506407602,189.634772142981
48025,C,57.107178393966635,1980,45.892492985575075,129.65004697268256
48025,C,66.20006621076041,1959,19.811580336791124,158.83662979536035
48025,A,100.37191533350867,1962,57.50620656788279,134.17930575184522
48030,F,130.56403622207762,2010,66.52345549563363,71.87118062189577
48030,C,159.89253506910694,1967,24.890887629119117,170.71715753164113
48030,D,26.32793480226917,2021,38.340192273270105,151.27011065616247
48030,G,163.9308205300957,1975,57.702208079769036,100.72312552771282
48030,E,86.38058473248739,1982,75.13140203815217,217.38556656892473
48030,G,179.0494952652836,1991,26.74477616239531,207.39515987624017
48030,B,140.16372815185858,1958,56.04521460253303,241.82245839925878
48030,F,154.19488821713534,1973,69.21756792689733,135.50114074267321
48030,C,164.2951161555604,1970,18.349017042782037,94.91647653078022
48030,D,144.64419859259348,1988,23.702222068371576,215.34848571517128
48030,E,161.6801602418674,1974,23.431122908315107,62.2433316287144
48030,D,155.1532573370551,1952,17.36856137362977,164.5365631713379
48030,D,93.61574027915204,2013,42.539834656928946,176.1177394617087
48030,C,121.74439735447042,1986,17.93709668868008,194.123258132743
48030,D,51.22445552156286,1961,33.94158649735871,216.44782134168832
48030,C,97.74663696022012,2005,20.367055903898923,199.26276251381537
48030,A,132.78128927748588,2011,25.66448703896834,236.50721716044478
48030,C,188.96546677753767,1968,37.6038802445465,50.25688510536028
48030,B,158.4015760064195,1966,44.2460930143229,126.58747645832342
48030,C,139.49393778574418,1955,76.0797134697428,59.56776250140776
48030,E,178.40556721185567,1998,18.22900743846556,248.04450692301478
48030,C,166.93618081190795,1999,50.61599725393992,230.80699729091185
48030,C,58.84305927952884,2006,69.33482306564787,204.31394521116525
48030,E,141.05248255824543,2002,22.518874795545955,230.38322156757656
48030,C,182.7904155242787,1965,41.388548871115304,114.10723336129911
48030,D,117.06397864476857,2021,57.3472564638437,68.45380091255255
48030,D,142.32682534703557,1982,45.94041479880741,180.12130465042068
48030,E,165.25332741797737,1988,50.381829248386204,58.190306429895955
48030,D,113.28094659099688,1995,78.8518109817142,183.4702326100792
48030,A,173.57579677905193,1972,48.990476441919,228.79453368488583
